"Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[k]"     ,     "rms[w]"     ,     "Min CFL"    ,     "Max CFL"    ,       "CD"       ,       "CL"       ,       "CMz"      
         131,      -6.384366406,      -5.216083531,      -5.236972081,      -6.635281886,      -1.504512621,       6.350084748,       6.350084748,      0.1185943806,       1.172302956,       1.177974861
         132,      -6.389438071,      -5.216428097,      -5.242182609,      -6.635993403,      -1.499057263,       7.620101697,       7.620101697,      0.1186554598,       1.172565567,       1.178347004
         133,      -6.391457556,      -5.218908272,      -5.244839116,      -6.636948851,      -1.492874906,       9.144122036,       9.144122036,       0.118735179,       1.172913996,       1.178832043
         134,      -6.391037419,      -5.223236068,      -5.245665569,      -6.638150908,      -1.486192217,       10.97294644,       10.97294644,        0.11884899,       1.173359182,       1.179442407
         135,      -6.390415038,      -5.228292913,      -5.246033833,      -6.639586409,      -1.479189265,       13.16753573,       13.16753573,      0.1190118714,       1.173905317,       1.180188116
         136,      -6.389065919,      -5.233573445,      -5.247486416,      -6.641271145,      -1.472368938,       15.80104288,       15.80104288,      0.1192337964,        1.17455842,       1.181084043
         137,      -6.386877182,       -5.23929876,      -5.249973723,      -6.643257552,      -1.465344823,       18.96125145,       18.96125145,      0.1195123006,       1.175324815,       1.182144375
         138,      -6.384864502,      -5.245923409,      -5.252570263,      -6.645558144,      -1.457722801,       22.75350175,       22.75350175,       0.119841163,       1.176210022,       1.183380182
         139,      -6.381707202,       -5.25336603,      -5.254896674,      -6.648172313,       -1.44912799,       27.30420209,       27.30420209,      0.1202196981,       1.177225483,       1.184805777
         140,      -6.361344863,      -5.260809161,      -5.255628458,      -6.650839226,      -1.440201819,       32.76504251,       32.76504251,      0.1206642541,       1.178396853,       1.186445481
         141,      -6.361785978,       -5.27075915,      -5.257981514,         -6.653798,      -1.431094306,       3.276504251,       3.276504251,      0.1211701668,       1.179718048,       1.188285462
         142,      -6.366953921,      -5.281664809,      -5.260500673,      -6.682024009,      -1.596372548,       3.931805102,       3.931805102,      0.1212215862,       1.179824821,       1.188427484
         143,        -6.3730309,      -5.282280336,      -5.265649311,      -6.682157143,      -1.594427986,       4.718166122,       4.718166122,      0.1212823768,       1.179950031,       1.188598838
         144,      -6.375048155,      -5.281705136,      -5.270776871,      -6.682391978,      -1.591578676,       5.661799346,       5.661799346,      0.1213519764,       1.180105679,       1.188815477
         145,      -6.377263045,      -5.281554152,      -5.274534837,       -6.68277826,      -1.587511495,       6.794159216,       6.794159216,      0.1214282197,       1.180304051,       1.189090835
         146,      -6.378387067,      -5.283509643,      -5.277077411,       -6.68332697,      -1.582527466,       8.152991059,       8.152991059,      0.1215130214,       1.180559541,       1.189439268
