"Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "Min CFL"    ,     "Max CFL"    ,       "CD"       ,       "CL"       
        2872,      -8.046927972,      -6.856678263,      -7.049643787,       9.614821464,       9.614821464,      0.2748958913,      0.8441448103
        2873,       -8.04772577,      -6.857115544,      -7.050172708,       11.53778576,       11.53778576,      0.2748934465,      0.8441355866
        2874,      -8.048647986,      -6.857629807,      -7.050820908,       13.84534291,       13.84534291,      0.2748905227,      0.8441245632
        2875,      -8.049705329,       -6.85823342,      -7.051627415,       16.61441149,       16.61441149,      0.2748870261,      0.8441113944
        2876,      -8.050886286,      -6.858939329,       -7.05264211,       19.93729379,       19.93729379,       0.274882843,       0.844095669
        2877,      -8.052181091,       -6.85976318,      -7.053925602,       23.92475254,       23.92475254,      0.2748778358,      0.8440769017
        2878,      -8.053578197,      -6.860727633,       -7.05554638,       28.70970305,       28.70970305,      0.2748718426,      0.8440545355
        2879,      -8.055046146,       -6.86186826,      -7.057576122,       34.45164366,       34.45164366,       0.274864683,      0.8440279615
        2880,      -8.056526556,      -6.863238489,      -7.060086138,        41.3419724,        41.3419724,      0.2748561659,       0.843996537
        2881,      -8.057965569,      -6.864910098,      -7.063148947,       49.61036688,       49.61036688,      0.2748460915,      0.8439595676
        2882,       -8.05936721,      -6.866968099,      -7.066848565,       49.61036688,       49.61036688,      0.2748342434,      0.8439162584
        2883,      -8.060812444,      -6.869504462,      -7.071300183,       4.961036688,       4.961036688,      0.2748226381,       0.843873914
        2884,      -8.063083596,      -6.872082847,      -7.075667515,       5.953244025,       5.953244025,      0.2748214798,      0.8438696849
        2885,      -8.064563176,      -6.872366947,      -7.076049289,        7.14389283,        7.14389283,      0.2748200945,      0.8438646244
        2886,      -8.065252234,      -6.872686599,      -7.076465997,       8.572671396,       8.572671396,      0.2748184377,      0.8438585717
        2887,      -8.065907549,      -6.873062602,      -7.076963584,       10.28720568,       10.28720568,      0.2748164568,      0.8438513367
        2888,      -8.066670592,       -6.87350675,      -7.077569384,       12.34464681,       12.34464681,      0.2748140888,      0.8438426936
        2889,      -8.067569876,      -6.874030384,      -7.078316621,       14.81357617,       14.81357617,      0.2748112589,      0.8438323741
        2890,      -8.068609881,      -6.874645497,      -7.079248295,       17.77629141,       17.77629141,      0.2748078772,      0.8438200602
        2891,      -8.069791648,       -6.87536616,      -7.080417951,       21.33154969,       21.33154969,      0.2748038355,      0.8438053759
        2892,      -8.071113571,      -6.876211459,      -7.081888347,       25.59785963,       25.59785963,      0.2747990055,      0.8437878834
        2893,      -8.072558551,      -6.877209748,      -7.083728266,       30.71743155,       30.71743155,       0.274793241,      0.8437670918
        2894,      -8.074080488,      -6.878403562,      -7.086009195,       36.86091786,       36.86091786,      0.2747863844,      0.8437424753
        2895,      -8.075615386,      -6.879852125,      -7.088804934,       44.23310143,       44.23310143,      0.2747782722,      0.8437134789
        2896,      -8.077126095,      -6.881629626,      -7.092196322,       44.23310143,       44.23310143,      0.2747687323,      0.8436794966
        2897,      -8.078647152,      -6.883820223,      -7.096281883,       44.23310143,       44.23310143,      0.2747593929,      0.8436462919
        2898,      -8.080750583,      -6.886052634,      -7.100282607,       44.23310143,       44.23310143,      0.2747502447,      0.8436138187
        2899,      -8.083179736,      -6.888295402,      -7.104220701,       44.23310143,       44.23310143,      0.2747412754,      0.8435820455
        2900,      -8.085835631,      -6.890530389,      -7.108134162,       4.423310143,       4.423310143,      0.2747324763,      0.8435509655
        2901,       -8.08863786,      -6.892750725,      -7.112047758,       5.307972172,       5.307972172,      0.2747315979,      0.8435478616
        2902,      -8.089922242,      -6.892989571,      -7.112392761,       6.369566607,       6.369566607,      0.2747305469,      0.8435441475
        2903,       -8.09057724,      -6.893261181,      -7.112776058,       7.643479928,       7.643479928,      0.2747292896,      0.8435397053
        2904,       -8.09118875,      -6.893581948,      -7.113234904,       9.172175913,       9.172175913,      0.2747277858,      0.8435343961
        2905,      -8.091888629,      -6.893962125,      -7.113793473,        11.0066111,        11.0066111,      0.2747259876,      0.8435280555
        2906,      -8.092715634,       -6.89441181,      -7.114480958,       13.20793332,       13.20793332,      0.2747238382,      0.8435204899
        2907,      -8.093686743,       -6.89494187,      -7.115334908,       15.84951998,       15.84951998,      0.2747212702,       0.843511472
        2908,      -8.094814519,      -6.895565044,         -7.116402,       19.01942397,       19.01942397,      0.2747182032,      0.8435007368
        2909,      -8.096109709,      -6.896298112,      -7.117737058,       22.82330877,       22.82330877,      0.2747145426,      0.8434879784
        2910,      -8.097572593,      -6.897165067,      -7.119400392,       27.38797052,       27.38797052,      0.2747101801,      0.8434728535
        2911,      -8.099179676,      -6.898200712,      -7.121454395,       32.86556463,       32.86556463,      0.2747049983,      0.8434549896
        2912,      -8.100883783,      -6.899453467,      -7.123961716,       39.43867755,       39.43867755,      0.2746988748,       0.843433991
        2913,      -8.102642819,      -6.900985659,      -7.126988071,       47.32641306,       47.32641306,      0.2746916804,      0.8434094235
        2914,      -8.104460556,       -6.90287076,      -7.130612058,       4.732641306,       4.732641306,      0.2746832741,      0.8433807995
        2915,      -8.106396335,      -6.905189998,      -7.134942417,       5.679169568,       5.679169568,      0.2746824353,      0.8433779421
        2916,       -8.10782936,      -6.905440621,      -7.135321904,       6.815003481,       6.815003481,      0.2746814327,      0.8433745258
        2917,      -8.108490341,      -6.905726713,      -7.135738921,       8.178004177,       8.178004177,      0.2746802345,      0.8433704437
        2918,      -8.109087467,      -6.906066407,      -7.136234229,       9.813605013,       9.813605013,      0.2746788032,      0.8433655702
        2919,      -8.109776265,       -6.90647075,      -7.136832803,       11.77632602,       11.77632602,       0.274677094,      0.8433597566
        2920,      -8.110604767,      -6.906950432,      -7.137565135,       14.13159122,       14.13159122,      0.2746750541,      0.8433528273
        2921,      -8.111595413,      -6.907516857,      -7.138470746,       16.95790946,       16.95790946,      0.2746726203,      0.8433445757
        2922,      -8.112763127,      -6.908183498,       -7.13959873,       20.34949135,       20.34949135,      0.2746697174,      0.8433347591
        2923,      -8.114116698,       -6.90896826,      -7.141006457,       24.41938963,       24.41938963,      0.2746662564,       0.843323096
        2924,      -8.115648386,      -6.909896635,       -7.14275703,       29.30326755,       29.30326755,      0.2746621368,      0.8433092718
        2925,      -8.117321549,      -6.911005107,      -7.144916716,       35.16392106,       35.16392106,       0.274657253,      0.8432929538
        2926,      -8.119078102,       -6.91234383,      -7.147554317,       42.19670527,       42.19670527,         0.2746515,      0.8432738008
        2927,      -8.120878201,      -6.913977063,      -7.150743885,       42.19670527,       42.19670527,      0.2746447715,      0.8432514494
        2928,      -8.122748154,      -6.915981093,      -7.154570191,       4.219670527,       4.219670527,      0.2746382174,      0.8432296939
        2929,      -8.125159353,      -6.918019457,      -7.158289681,       5.063604633,       5.063604633,      0.2746375635,       0.843227522
        2930,       -8.12636896,       -6.91823486,      -7.158614078,       6.076325559,       6.076325559,      0.2746367817,      0.8432249247
        2931,      -8.126979169,      -6.918483673,      -7.158975063,       7.291590671,       7.291590671,      0.2746358473,      0.8432218202
        2932,      -8.127527311,      -6.918780161,      -7.159404284,       8.749908805,       8.749908805,      0.2746347308,      0.8432181123
        2933,      -8.128151032,      -6.919134014,      -7.159922699,       10.49989057,       10.49989057,      0.2746333975,      0.8432136874
        2934,      -8.128900702,       -6.91955489,      -7.160555801,       12.59986868,       12.59986868,       0.274631806,       0.843208411
        2935,      -8.129804988,       -6.92005315,      -7.161336529,       15.11984242,       15.11984242,      0.2746299069,      0.8432021247
        2936,      -8.130886987,       -6.92064077,      -7.162305827,        18.1438109,        18.1438109,      0.2746276418,      0.8431946425
        2937,      -8.132168082,      -6.921333127,      -7.163511524,       21.77257308,       21.77257308,      0.2746249409,      0.8431857485
        2938,      -8.133661813,      -6.922151634,      -7.165005951,       26.12708769,       26.12708769,      0.2746217246,      0.8431751988
        2939,      -8.135360509,      -6.923126427,      -7.166843227,       31.35250523,       31.35250523,      0.2746179069,      0.8431627317
        2940,      -8.137229268,      -6.924299139,      -7.169077976,       37.62300628,       37.62300628,      0.2746134011,      0.8431480774
        2941,      -8.139225059,      -6.925724263,      -7.171767937,       45.14760754,       45.14760754,      0.2746081186,      0.8431309497
        2942,      -8.141333962,      -6.927468724,      -7.174981554,       4.514760754,       4.514760754,      0.2746019606,      0.8431110235
        2943,      -8.143592116,      -6.929609691,      -7.178808418,       5.417712904,       5.417712904,      0.2746013462,      0.8431090343
        2944,       -8.14502349,      -6.929834731,      -7.179136533,       6.501255485,       6.501255485,      0.2746006118,      0.8431066565
        2945,      -8.145724729,      -6.930095828,      -7.179498447,       7.801506582,       7.801506582,      0.2745997344,       0.843103816
        2946,      -8.146345373,      -6.930408278,      -7.179927884,       9.361807899,       9.361807899,      0.2745986863,      0.8431004255
        2947,      -8.147046952,      -6.930782201,      -7.180446528,       11.23416948,       11.23416948,      0.2745974348,       0.843096382
        2948,      -8.147887836,      -6.931227591,      -7.181081117,       13.48100337,       13.48100337,       0.274595941,      0.8430915635
        2949,      -8.148900164,      -6.931755215,      -7.181866197,       16.17720405,       16.17720405,      0.2745941584,       0.843085826
        2950,      -8.150107461,      -6.932377837,      -7.182844162,       19.41264486,       19.41264486,      0.2745920311,      0.8430790005
        2951,      -8.151527453,      -6.933112272,        -7.1840636,       23.29517383,       23.29517383,      0.2745894928,       0.843070891
        2952,      -8.153163888,      -6.933981983,      -7.185576674,        27.9542086,        27.9542086,      0.2745864685,       0.843061279
        2953,      -8.154993758,      -6.935019967,      -7.187436609,       33.54505032,       33.54505032,      0.2745828791,      0.8430499367
        2954,      -8.156968854,      -6.936271474,      -7.189696991,       40.25406038,       40.25406038,      0.2745786475,      0.8430366373
        2955,      -8.159046103,       -6.93779557,      -7.192414831,       40.25406038,       40.25406038,       0.274573696,      0.8430211425
        2956,      -8.161374328,      -6.939668279,      -7.195661445,       4.025406038,       4.025406038,        0.27456887,      0.8430060845
        2957,      -8.164144993,      -6.941573323,      -7.198789867,       4.830487245,       4.830487245,      0.2745683884,      0.8430045814
        2958,      -8.165313014,      -6.941768268,      -7.199049358,       5.796584695,       5.796584695,      0.2745678125,      0.8430027843
        2959,      -8.165965085,      -6.941998054,      -7.199342763,       6.955901633,       6.955901633,      0.2745671241,      0.8430006369
        2960,       -8.16655132,      -6.942274164,      -7.199692654,        8.34708196,        8.34708196,      0.2745663014,      0.8429980728
        2961,      -8.167205049,      -6.942605487,      -7.200116084,       10.01649835,       10.01649835,      0.2745653186,      0.8429950137
        2962,      -8.167981909,      -6.943001237,      -7.200634521,       12.01979802,       12.01979802,       0.274564145,      0.8429913671
        2963,      -8.168915717,      -6.943471491,      -7.201275906,       14.42375763,       14.42375763,      0.2745627441,      0.8429870241
        2964,      -8.170032702,      -6.944027968,      -7.202074967,       17.30850915,       17.30850915,      0.2745610725,      0.8429818566
        2965,      -8.171355232,      -6.944685487,      -7.203072202,       20.77021098,       20.77021098,      0.2745590788,       0.842975717
        2966,      -8.172897105,      -6.945464005,      -7.204311896,       24.92425318,       24.92425318,      0.2745567046,      0.8429684401
        2967,      -8.174651185,      -6.946391049,      -7.205839799,       29.90910382,       29.90910382,      0.2745538885,      0.8429598516
        2968,      -8.176582005,      -6.947504418,      -7.207701474,       35.89092458,       35.89092458,      0.2745505703,      0.8429497769
        2969,      -8.178641914,      -6.948854568,      -7.209942943,       43.06910949,       43.06910949,       0.274546691,      0.8429380353
        2970,      -8.180809053,      -6.950505527,      -7.212615168,       4.306910949,       4.306910949,      0.2745421833,      0.8429244151
        2971,      -8.183114873,      -6.952534204,      -7.215781709,       5.168293139,       5.168293139,      0.2745417336,      0.8429230556
        2972,      -8.184463249,      -6.952740469,      -7.216036259,       6.201951767,       6.201951767,      0.2745411962,      0.8429214312
        2973,      -8.185178487,      -6.952985292,      -7.216322644,       7.442342121,       7.442342121,      0.2745405543,      0.8429194916
        2974,      -8.185802821,      -6.953280853,      -7.216663799,       8.930810545,       8.930810545,      0.2745397878,      0.8429171775
        2975,      -8.186492145,      -6.953636541,      -7.217076885,       10.71697265,       10.71697265,      0.2745388729,      0.8429144192
        2976,      -8.187309734,      -6.954062144,      -7.217583691,       12.86036718,       12.86036718,      0.2745377812,      0.8429111338
        2977,      -8.188292731,      -6.954568498,      -7.218212321,       15.43244062,       15.43244062,      0.2745364786,      0.8429072236
        2978,      -8.189468478,      -6.955168455,      -7.218996995,       18.51892875,       18.51892875,      0.2745349243,      0.8429025735
        2979,       -8.19085795,      -6.955878536,       -7.21997662,       22.22271449,       22.22271449,      0.2745330698,      0.8428970508
        2980,      -8.192469413,      -6.956721118,      -7.221192713,       26.66725739,       26.66725739,        0.27453086,      0.8428905084
        2981,      -8.194286279,      -6.957727116,      -7.222687408,       32.00070887,       32.00070887,      0.2745282379,      0.8428827963
        2982,      -8.196266077,      -6.958938564,      -7.224502574,       38.40085065,       38.40085065,      0.2745251505,      0.8428737734
        2983,      -8.198366901,      -6.960411403,      -7.226681577,       38.40085065,       38.40085065,      0.2745215467,      0.8428633009
        2984,      -8.200588049,      -6.962216161,      -7.229274974,       38.40085065,       38.40085065,      0.2745180418,      0.8428531648
        2985,      -8.203260465,      -6.964055537,      -7.231757866,       38.40085065,       38.40085065,      0.2745146241,      0.8428433355
        2986,      -8.206139963,       -6.96591711,      -7.234154355,       38.40085065,       38.40085065,      0.2745112807,      0.8428337883
        2987,      -8.209174972,      -6.967790542,      -7.236492903,       38.40085065,       38.40085065,      0.2745080031,      0.8428245153
        2988,      -8.212325484,      -6.969670012,       -7.23879223,       38.40085065,       38.40085065,      0.2745047889,      0.8428155238
        2989,      -8.215556705,      -6.971553856,      -7.241061005,       38.40085065,       38.40085065,      0.2745016395,      0.8428068277
        2990,       -8.21884592,       -6.97344288,       -7.24330142,       38.40085065,       38.40085065,      0.2744985582,      0.8427984398
        2991,      -8.222180466,       -6.97533874,       -7.24551271,       38.40085065,       38.40085065,      0.2744955478,      0.8427903663
        2992,      -8.225553083,      -6.977242996,       -7.24769341,       38.40085065,       38.40085065,      0.2744926096,      0.8427826063
        2993,      -8.228958682,      -6.979156764,       -7.24984252,       38.40085065,       38.40085065,      0.2744897438,       0.842775154
        2994,      -8.232392744,      -6.981080704,      -7.251960023,       38.40085065,       38.40085065,      0.2744869495,      0.8427680011
        2995,        -8.2358505,       -6.98301504,      -7.254047087,       38.40085065,       38.40085065,      0.2744842255,      0.8427611396
        2996,        -8.2393265,      -6.984959884,      -7.256106024,       38.40085065,       38.40085065,      0.2744815709,      0.8427545632
        2997,      -8.242814847,      -6.986915144,       -7.25814002,       38.40085065,       38.40085065,      0.2744789851,       0.842748268
        2998,      -8.246310257,      -6.988880679,      -7.260152545,       38.40085065,       38.40085065,      0.2744764683,      0.8427422524
        2999,      -8.249809376,      -6.990856436,      -7.262146779,       38.40085065,       38.40085065,      0.2744740209,      0.8427365167
        3000,      -8.253311802,      -6.992842468,       -7.26412516,       3.840085065,       3.840085065,      0.2744716441,      0.8427310621
        3001,      -8.256820241,      -6.994838983,      -7.266089197,       4.608102078,       4.608102078,      0.2744714068,      0.8427305184
        3002,      -8.258167363,      -6.995036187,      -7.266227903,       5.529722493,       5.529722493,      0.2744711231,      0.8427298703
        3003,       -8.25901605,      -6.995274777,      -7.266390099,       6.635666992,       6.635666992,      0.2744707841,      0.8427290989
        3004,      -8.259776544,      -6.995564325,      -7.266588355,        7.96280039,        7.96280039,      0.2744703788,      0.8427281817
        3005,      -8.260592804,      -6.995913578,       -7.26683493,       9.555360468,       9.555360468,      0.2744698949,      0.8427270936
        3006,      -8.261528176,      -6.996332206,       -7.26714583,       11.46643256,       11.46643256,      0.2744693173,      0.8427258054
        3007,      -8.262619276,      -6.996831262,      -7.267541406,       13.75971907,       13.75971907,      0.2744686284,       0.842724284
        3008,      -8.263892028,       -6.99742387,      -7.268046099,       16.51166289,       16.51166289,      0.2744678078,      0.8427224926
        3009,      -8.265366228,       -6.99812643,      -7.268687668,       19.81399547,       19.81399547,       0.274466832,      0.8427203931
        3010,       -8.26705235,      -6.998960473,      -7.269496181,       23.77679456,       23.77679456,      0.2744656759,      0.8427179497
        3011,      -8.268941498,      -6.999955204,      -7.270502947,       28.53215347,       28.53215347,      0.2744643168,      0.8427151376
        3012,      -8.270999967,      -7.001150577,      -7.271739699,       34.23858417,       34.23858417,       0.274462739,       0.842711951
        3013,      -8.273185841,      -7.002600164,      -7.273239182,         41.086301,         41.086301,      0.2744609346,      0.8427084009
        3014,       -8.27548671,      -7.004372653,      -7.275039294,         4.1086301,         4.1086301,      0.2744588941,      0.8427044968
        3015,       -8.27794844,      -7.006551576,      -7.277191962,        4.93035612,        4.93035612,      0.2744586908,      0.8427041085
        3016,      -8.279403281,      -7.006768544,      -7.277338745,       5.916427344,       5.916427344,      0.2744584487,      0.8427036479
        3017,      -8.280272343,      -7.007031986,      -7.277510314,       7.099712813,       7.099712813,      0.2744581604,      0.8427031026
        3018,        -8.2810326,      -7.007352392,      -7.277719149,       8.519655375,       8.519655375,      0.2744578173,      0.8427024583
        3019,      -8.281847932,      -7.007739459,      -7.277977823,       10.22358645,       10.22358645,      0.2744574096,       0.842701699
        3020,      -8.282789219,      -7.008204031,      -7.278302756,       12.26830374,       12.26830374,      0.2744569251,      0.8427008061
        3021,      -8.283896134,      -7.008758619,      -7.278714662,       14.72196449,       14.72196449,      0.2744563497,      0.8426997582
        3022,      -8.285194669,       -7.00941812,      -7.279238348,       17.66635739,       17.66635739,       0.274455666,      0.8426985309
        3023,      -8.286701853,      -7.010201057,      -7.279902254,       21.19962886,       21.19962886,      0.2744548533,      0.8426970987
        3024,      -8.288422607,      -7.011131557,      -7.280737935,       25.43955464,       25.43955464,       0.274453889,      0.8426954398
        3025,      -8.290341231,      -7.012242203,      -7.281779565,       30.52746556,       30.52746556,      0.2744527531,      0.8426935484
        3026,      -8.292421508,      -7.013577481,      -7.283063828,       36.63295868,       36.63295868,      0.2744514349,      0.8426914513
        3027,      -8.294632516,       -7.01519686,       -7.28463129,       36.63295868,       36.63295868,      0.2744499345,      0.8426892118
        3028,      -8.296992971,      -7.017176457,      -7.286530689,       36.63295868,       36.63295868,      0.2744485155,      0.8426872459
        3029,      -8.299915378,      -7.019195237,      -7.288367489,       36.63295868,       36.63295868,      0.2744471684,      0.8426855345
        3030,      -8.303119613,      -7.021243268,       -7.29016469,       36.63295868,       36.63295868,      0.2744458814,      0.8426840576
        3031,      -8.306530937,      -7.023311108,      -7.291944392,       36.63295868,       36.63295868,      0.2744446456,      0.8426828054
        3032,      -8.310101221,      -7.025392608,      -7.293721511,       36.63295868,       36.63295868,      0.2744434576,      0.8426817799
        3033,      -8.313786899,      -7.027484941,      -7.295504505,       36.63295868,       36.63295868,      0.2744423185,        0.84268099
        3034,      -8.317552486,      -7.029587374,      -7.297297977,       36.63295868,       36.63295868,      0.2744412312,      0.8426804451
        3035,      -8.321371202,      -7.031700025,      -7.299104793,       36.63295868,       36.63295868,      0.2744401988,      0.8426801503
        3036,       -8.32522354,      -7.033823115,      -7.300927174,       36.63295868,       36.63295868,      0.2744392234,      0.8426801048
        3037,      -8.329095952,      -7.035956652,      -7.302767048,       36.63295868,       36.63295868,      0.2744383053,      0.8426803032
        3038,      -8.332979913,      -7.038100402,      -7.304626131,       36.63295868,       36.63295868,      0.2744374439,      0.8426807372
        3039,      -8.336870692,      -7.040253934,      -7.306506036,       36.63295868,       36.63295868,      0.2744366375,      0.8426813982
        3040,      -8.340765647,      -7.042416671,      -7.308408453,       36.63295868,       36.63295868,      0.2744358846,      0.8426822786
        3041,      -8.344662702,       -7.04458795,      -7.310335291,       36.63295868,       36.63295868,      0.2744351837,       0.842683373
        3042,      -8.348559812,      -7.046767048,       -7.31228866,       36.63295868,       36.63295868,       0.274434534,      0.8426846782
        3043,      -8.352455617,      -7.048953229,      -7.314270651,       36.63295868,       36.63295868,      0.2744339351,      0.8426861932
        3044,      -8.356350744,      -7.051145763,       -7.31628303,       36.63295868,       36.63295868,      0.2744333873,       0.842687919
        3045,      -8.360248869,      -7.053344008,      -7.318326963,       36.63295868,       36.63295868,      0.2744328915,      0.8426898578
        3046,      -8.364156839,      -7.055547413,      -7.320402909,       36.63295868,       36.63295868,      0.2744324487,      0.8426920128
        3047,      -8.368083681,      -7.057755501,      -7.322510693,       36.63295868,       36.63295868,      0.2744320598,      0.8426943875
        3048,      -8.372038805,      -7.059967849,      -7.324649745,       36.63295868,       36.63295868,      0.2744317259,      0.8426969855
        3049,      -8.376030063,      -7.062184025,      -7.326819409,       36.63295868,       36.63295868,      0.2744314476,      0.8426998097
        3050,      -8.380062275,      -7.064403556,      -7.329019236,       36.63295868,       36.63295868,      0.2744312256,      0.8427028626
        3051,      -8.384136584,      -7.066625896,      -7.331249167,       36.63295868,       36.63295868,        0.27443106,      0.8427061461
        3052,      -8.388250677,      -7.068850434,      -7.333509598,       36.63295868,       36.63295868,      0.2744309511,      0.8427096612
        3053,      -8.392399608,      -7.071076498,      -7.335801331,       36.63295868,       36.63295868,       0.274430899,      0.8427134084
        3054,      -8.396576838,      -7.073303392,      -7.338125458,       36.63295868,       36.63295868,      0.2744309034,      0.8427173874
        3055,      -8.400775173,      -7.075530413,      -7.340483205,       36.63295868,       36.63295868,      0.2744309643,      0.8427215981
        3056,      -8.404987405,      -7.077756898,      -7.342875797,       36.63295868,       36.63295868,      0.2744310816,      0.8427260397
        3057,      -8.409206635,      -7.079982134,      -7.345304346,       36.63295868,       36.63295868,      0.2744312548,      0.8427307115
        3058,      -8.413426346,      -7.082205466,      -7.347769782,       36.63295868,       36.63295868,      0.2744314837,      0.8427356129
        3059,      -8.417640397,      -7.084426237,       -7.35027281,       36.63295868,       36.63295868,      0.2744317679,      0.8427407429
        3060,      -8.421843063,      -7.086643763,      -7.352813902,       36.63295868,       36.63295868,      0.2744321072,      0.8427461007
        3061,      -8.426029123,      -7.088857315,      -7.355393302,       36.63295868,       36.63295868,       0.274432501,      0.8427516853
        3062,      -8.430194023,      -7.091066135,      -7.358011035,       36.63295868,       36.63295868,      0.2744329493,      0.8427574957
        3063,      -8.434334013,      -7.093269406,      -7.360666934,       36.63295868,       36.63295868,      0.2744334517,      0.8427635305
        3064,      -8.438446243,      -7.095466261,      -7.363360662,       36.63295868,       36.63295868,      0.2744340081,      0.8427697885
        3065,       -8.44252871,      -7.097655799,      -7.366091733,       36.63295868,       36.63295868,      0.2744346184,      0.8427762681
        3066,      -8.446580095,      -7.099837053,      -7.368859543,       36.63295868,       36.63295868,      0.2744352823,      0.8427829675
        3067,       -8.45059948,       -7.10200906,      -7.371663395,       36.63295868,       36.63295868,      0.2744359997,      0.8427898851
        3068,      -8.454586008,      -7.104170844,       -7.37450252,       36.63295868,       36.63295868,      0.2744367704,      0.8427970187
        3069,      -8.458538549,      -7.106321481,      -7.377376111,       36.63295868,       36.63295868,      0.2744375938,      0.8428043665
        3070,      -8.462455423,      -7.108460002,      -7.380283335,       36.63295868,       36.63295868,      0.2744384697,      0.8428119263
        3071,      -8.466334177,       -7.11058549,      -7.383223366,       36.63295868,       36.63295868,      0.2744393976,      0.8428196959
        3072,      -8.470171511,      -7.112697074,      -7.386195393,       36.63295868,       36.63295868,      0.2744403769,      0.8428276734
        3073,      -8.473963256,      -7.114793928,      -7.389198622,       36.63295868,       36.63295868,      0.2744414073,      0.8428358567
        3074,      -8.477704424,      -7.116875277,      -7.392232276,       36.63295868,       36.63295868,      0.2744424883,      0.8428442438
        3075,      -8.481389328,      -7.118940394,      -7.395295578,       36.63295868,       36.63295868,      0.2744436193,      0.8428528332
        3076,      -8.485011728,      -7.120988597,      -7.398387736,       36.63295868,       36.63295868,      0.2744448001,      0.8428616232
        3077,      -8.488565011,      -7.123019272,      -7.401507922,       36.63295868,       36.63295868,      0.2744460303,      0.8428706122
        3078,      -8.492042365,      -7.125031852,       -7.40465524,       36.63295868,       36.63295868,      0.2744473095,      0.8428797991
        3079,      -8.495436963,      -7.127025809,      -7.407828708,       36.63295868,       36.63295868,      0.2744486374,      0.8428891823
        3080,      -8.498742119,      -7.129000657,      -7.411027226,       36.63295868,       36.63295868,      0.2744500138,      0.8428987604
        3081,      -8.501951428,      -7.130956019,      -7.414249559,       36.63295868,       36.63295868,      0.2744514382,       0.842908532
        3082,      -8.505058845,      -7.132891504,      -7.417494327,       36.63295868,       36.63295868,      0.2744529105,      0.8429184953
        3083,      -8.508058751,      -7.134806714,      -7.420759997,       36.63295868,       36.63295868,      0.2744544301,      0.8429286484
        3084,      -8.510945999,      -7.136701335,      -7.424044886,       36.63295868,       36.63295868,      0.2744559969,      0.8429389893
        3085,      -8.513715874,      -7.138575108,      -7.427347171,       36.63295868,       36.63295868,      0.2744576104,      0.8429495155
        3086,      -8.516364044,      -7.140427811,      -7.430664893,       36.63295868,       36.63295868,      0.2744592701,      0.8429602245
        3087,      -8.518886504,      -7.142259249,      -7.433995979,       43.95955041,       43.95955041,      0.2744609757,      0.8429711135
        3088,       -8.52127953,      -7.144069276,      -7.437338255,       4.395955041,       4.395955041,      0.2744630923,      0.8429844393
        3089,      -8.523390139,      -7.146221802,      -7.441443497,       5.275146049,       5.275146049,      0.2744633041,      0.8429857739
        3090,      -8.524300021,      -7.146444035,      -7.441791013,       6.330175259,       6.330175259,      0.2744635588,      0.8429873795
        3091,       -8.52490821,      -7.146705846,      -7.442207728,       7.596210311,       7.596210311,      0.2744638654,      0.8429893122
        3092,      -8.525488602,        -7.1470152,      -7.442714236,       9.115452373,       9.115452373,      0.2744642348,      0.8429916403
        3093,      -8.526123806,      -7.147380691,      -7.443331955,       10.93854285,       10.93854285,        0.27446468,      0.8429944463
        3094,      -8.526842221,      -7.147812679,      -7.444086941,       13.12625142,       13.12625142,      0.2744652171,      0.8429978307
        3095,       -8.52765156,      -7.148323507,      -7.445011799,        15.7515017,        15.7515017,      0.2744658664,      0.8430019162
        3096,      -8.528549665,      -7.148927743,      -7.446147206,       18.90180204,       18.90180204,       0.274466653,       0.843006854
        3097,      -8.529525835,      -7.149642917,      -7.447542522,       22.68216245,       22.68216245,      0.2744676089,      0.8430128286
        3098,      -8.530552309,      -7.150491203,      -7.449255096,       27.21859494,       27.21859494,      0.2744687755,      0.8430200666
        3099,      -8.531572091,      -7.151501787,      -7.451349002,       32.66231393,       32.66231393,      0.2744702082,      0.8430288482
        3100,      -8.532501578,      -7.152712732,      -7.453895034,       39.19477671,       39.19477671,        0.27447198,      0.8430395199
        3101,      -8.533263094,      -7.154171307,      -7.456973138,       39.19477671,       39.19477671,      0.2744741787,      0.8430525029
        3102,      -8.533828216,      -7.155933003,      -7.460677631,       39.19477671,       39.19477671,       0.274476434,      0.8430656423
        3103,      -8.534609563,      -7.157694918,       -7.46432034,       39.19477671,       39.19477671,      0.2744787284,      0.8430789191
        3104,      -8.535491756,      -7.159442692,      -7.467916228,       39.19477671,       39.19477671,      0.2744810482,      0.8430923216
        3105,      -8.536379031,      -7.161167669,       -7.47148367,       39.19477671,       39.19477671,       0.274483387,      0.8431058483
        3106,      -8.537192907,      -7.162866342,      -7.475033395,       39.19477671,       39.19477671,      0.2744857454,      0.8431195068
        3107,      -8.537889211,      -7.164538819,      -7.478567125,       39.19477671,       39.19477671,      0.2744881285,      0.8431333082
        3108,      -8.538454062,      -7.166186846,      -7.482080324,       39.19477671,       39.19477671,      0.2744905435,      0.8431472626
        3109,      -8.538889016,      -7.167812777,      -7.485565646,       39.19477671,       39.19477671,      0.2744929968,      0.8431613751
        3110,      -8.539198261,      -7.169418774,      -7.489015653,       39.19477671,       39.19477671,      0.2744954929,      0.8431756454
        3111,      -8.539381559,      -7.171006552,      -7.492424475,       39.19477671,       39.19477671,       0.274498034,      0.8431900687
